Spanish Primera Division,Girona FC,Alavés,0.5305,0.1957,0.2737
Argentina Primera Division,Lanus,Velez Sarsfield,0.4362,0.2592,0.3046
Argentina Primera Division,Atlético Tucumán,Colon Santa Fe,0.3381,0.3453,0.3167
Argentina Primera Division,San Martin San Juan,Banfield,0.3674,0.3308,0.3018
UEFA Champions League,AS Roma,FK Qarabag,0.9145,0.0,0.0855
UEFA Champions League,Bayern Munich,Paris Saint-Germain,0.4801,0.2883,0.2315
UEFA Champions League,Olympiacos,Juventus,0.1908,0.5484,0.2607
UEFA Champions League,Chelsea,Atletico Madrid,0.4734,0.2506,0.2761
UEFA Champions League,Manchester United,CSKA Moscow,0.5847,0.1633,0.2521
UEFA Champions League,Barcelona,Sporting CP,0.8587,0.0277,0.1135
UEFA Champions League,Celtic,Anderlecht,0.5367,0.2256,0.2377
UEFA Champions League,Benfica,Basel,0.5371,0.2087,0.2541
UEFA Champions League,Real Madrid,Borussia Dortmund,0.7247,0.123,0.1523
UEFA Champions League,FC Porto,AS Monaco,0.524,0.2187,0.2573
UEFA Champions League,RB Leipzig,Besiktas,0.5931,0.1597,0.2472
UEFA Champions League,Tottenham Hotspur,Apoel Nicosia,0.8323,0.0251,0.1426
UEFA Champions League,NK Maribor,Sevilla FC,0.1501,0.6456,0.2043
UEFA Champions League,Liverpool,Spartak Moscow,0.6668,0.1411,0.1921
UEFA Champions League,Feyenoord,Napoli,0.1617,0.612,0.2263
UEFA Champions League,Shakhtar Donetsk,Manchester City,0.2599,0.498,0.2422
UEFA Europa League,Istanbul Basaksehir,Braga,0.4659,0.2522,0.2818
UEFA Europa League,Atalanta,Lyon,0.4049,0.3313,0.2638
UEFA Europa League,Apollon Limassol,Everton,0.2833,0.4496,0.2671
UEFA Europa League,Rijeka,AC Milan,0.2402,0.4666,0.2931
UEFA Europa League,Young Boys,Skenderbeu Korce,0.7512,0.0731,0.1757
UEFA Europa League,FK Austria Vienna,AEK Athens,0.3445,0.3833,0.2723
UEFA Europa League,Slavia Prague,FC Astana,0.5709,0.1766,0.2525
UEFA Europa League,Dynamo Kiev,FK Partizan Belgrade,0.6524,0.1342,0.2134
UEFA Europa League,FC Copenhagen,FC Sheriff Tiraspol,0.6352,0.0985,0.2663
UEFA Europa League,TSG Hoffenheim,Ludogorets,0.6647,0.1208,0.2146
UEFA Europa League,Zlín,Lokomotiv Moscow,0.1914,0.5142,0.2944
UEFA Europa League,Villarreal,Maccabi Tel-Aviv,0.7747,0.0577,0.1676
UEFA Europa League,Hertha Berlin,Östersunds FK,0.5982,0.1629,0.2389
UEFA Europa League,Steaua Bucuresti,FC Lugano,0.5986,0.1523,0.2491
UEFA Europa League,Vitesse,Nice,0.3506,0.3804,0.2691
UEFA Europa League,Red Star Belgrade,FC Cologne,0.4707,0.2932,0.2361
UEFA Europa League,SV Zulte Waregem,Lazio,0.1459,0.6647,0.1894
UEFA Europa League,Arsenal,BATE Borisov,0.8689,0.0244,0.1066
UEFA Europa League,Guimaraes,Konyaspor,0.548,0.1684,0.2835
UEFA Europa League,Vardar,Rosenborg,0.2496,0.4735,0.2769
UEFA Europa League,Hapoel Be'er,Viktoria Plzen,0.3838,0.3362,0.2801
UEFA Europa League,Real Sociedad,Zenit St Petersburg,0.5248,0.2322,0.2431
UEFA Europa League,Marseille,FC Salzburg,0.4934,0.2421,0.2645
UEFA Europa League,FC Zorya Luhansk,Athletic Bilbao,0.1968,0.5374,0.2658
Mexican Primera Division Torneo Apertura,Tigres UANL,Monterrey,0.4246,0.2787,0.2967
Italy Serie B,Novara,Cremonese,0.4571,0.2416,0.3013
Italy Serie B,Ternana,Parma,0.226,0.5158,0.2582
Russian Premier Liga,Ural Sverdlovsk Oblast,FC Arsenal Tula,0.5028,0.2148,0.2824
Spanish Segunda Division,Granada,Almeria,0.6198,0.1324,0.2478
Italy Serie B,Cesena,US Pescara,0.395,0.3692,0.2358
Turkish Turkcell Super Lig,Bursaspor,Fenerbahce,0.3464,0.4137,0.2399
German 2. Bundesliga,Erzgebirge Aue,SV Darmstadt 98,0.2752,0.4449,0.2799
German 2. Bundesliga,Eintracht Braunschweig,Holstein Kiel,0.3914,0.3191,0.2895
French Ligue 2,Lorient,Sochaux,0.6143,0.1569,0.2288
French Ligue 2,Brest,Bourg-Peronnas,0.6309,0.1453,0.2238
French Ligue 2,Niort,Reims,0.2619,0.43,0.308
French Ligue 2,Tours,AS Nancy Lorraine,0.2194,0.5143,0.2663
French Ligue 2,Auxerre,Chateauroux,0.4004,0.269,0.3306
Dutch Eredivisie,Willem II,NAC,0.5073,0.2406,0.2521
French Ligue 2,Paris FC,Lens,0.3495,0.3066,0.3439
French Ligue 2,Valenciennes,US Quevilly,0.5588,0.175,0.2662
Italy Serie B,Spezia,Foggia,0.5066,0.2126,0.2807
German Bundesliga,VfB Stuttgart,Bayer Leverkusen,0.2865,0.4578,0.2557
English League Championship,Sheffield United,Bristol City,0.4114,0.3148,0.2738
Scottish Premiership,Dundee,Aberdeen,0.2477,0.5053,0.247
French Ligue 1,Bordeaux,Strasbourg,0.6225,0.1542,0.2233
Argentina Primera Division,Temperley,Tigre,0.3863,0.316,0.2977
Spanish Segunda Division,FC Barcelona II,Sporting Gijón,0.3205,0.4067,0.2728
Spanish Primera Division,Alavés,Las Palmas,0.5068,0.2304,0.2628
Portuguese Liga,Rio Ave,Moreirense,0.5707,0.1381,0.2912
Argentina Primera Division,Patronato,Olimpo,0.3715,0.3348,0.2937
Argentina Primera Division,Belgrano Cordoba,Huracán,0.3658,0.2968,0.3374
Turkish Turkcell Super Lig,Yeni Malatyaspor,Goztepe,0.3656,0.3502,0.2842
Russian Premier Liga,Dinamo Moscow,Anzhi Makhachkala,0.4931,0.248,0.259
Turkish Turkcell Super Lig,Kasimpasa,Trabzonspor,0.4295,0.3487,0.2218
Spanish Primera Division,Getafe,Eibar,0.4845,0.244,0.2715
German 2. Bundesliga,Jahn Regensburg,VfL Bochum,0.4019,0.3043,0.2938
German 2. Bundesliga,1. FC Union Berlin,Dynamo Dresden,0.4612,0.2794,0.2593
German 2. Bundesliga,SpVgg Greuther Fürth,1. FC Heidenheim 1846,0.44,0.2818,0.2782
Barclays Premier League,West Ham United,Chelsea,0.1454,0.6575,0.1971
Italy Serie B,Salernitana,Perugia,0.402,0.3276,0.2704
Turkish Turkcell Super Lig,Antalyaspor,Genclerbirligi,0.416,0.325,0.2589
Russian Premier Liga,Rubin Kazan,Energiya Khabarovsk,0.6483,0.1129,0.2389
Italy Serie B,Empoli,Carpi,0.5874,0.1667,0.2458
Italy Serie B,Ascoli,Virtus Entella,0.295,0.392,0.313
Italy Serie B,Frosinone,Brescia,0.5004,0.2151,0.2844
Italy Serie B,Cittadella,Avellino,0.5614,0.1843,0.2543
Italy Serie B,F.B.C Unione Venezia,Pro Vercelli,0.4595,0.2243,0.3162
French Ligue 2,AC Ajaccio,Le Havre,0.3213,0.3364,0.3423
German Bundesliga,RB Leipzig,Mainz,0.5888,0.1738,0.2374
German Bundesliga,Eintracht Frankfurt,Bayern Munich,0.1682,0.6116,0.2202
German Bundesliga,Hamburg SV,VfL Wolfsburg,0.3645,0.3503,0.2852
German Bundesliga,Borussia Dortmund,Werder Bremen,0.6726,0.142,0.1854
Barclays Premier League,Crystal Palace,AFC Bournemouth,0.4571,0.2572,0.2857
English League Championship,Middlesbrough,Ipswich Town,0.5262,0.2099,0.2639
English League Championship,Fulham,Birmingham,0.5649,0.1769,0.2582
English League Championship,Burton Albion,Preston North End,0.2527,0.4533,0.294
Spanish Segunda Division,Albacete,Real Valladolid,0.3372,0.4109,0.2519
English League Championship,Aston Villa,Millwall,0.5464,0.1741,0.2795
English League Championship,Nottingham Forest,Bolton,0.5041,0.2416,0.2543
Scottish Premiership,Hamilton Academical,St Johnstone,0.4369,0.2934,0.2697
Scottish Premiership,Kilmarnock,Partick Thistle,0.445,0.2628,0.2922
English League Championship,Queens Park Rangers,Leeds United,0.3852,0.3292,0.2855
Scottish Premiership,Rangers,Ross County,0.6763,0.1253,0.1984
Austrian T-Mobile Bundesliga,Rapid Vienna,SV Mattersburg,0.6302,0.137,0.2328
Barclays Premier League,Swansea City,West Bromwich Albion,0.4153,0.2633,0.3214
English League Championship,Hull City,Brentford,0.3777,0.38,0.2423
English League Championship,Wolverhampton,Sunderland,0.5825,0.1852,0.2323
English League Championship,Barnsley,Derby County,0.2779,0.4455,0.2766
Scottish Premiership,Hearts,Motherwell,0.3603,0.3623,0.2774
Barclays Premier League,Huddersfield Town,Brighton and Hove Albion,0.3562,0.314,0.3298
Barclays Premier League,Tottenham Hotspur,Stoke City,0.7731,0.0668,0.1601
Barclays Premier League,Burnley,Watford,0.4206,0.293,0.2864
Spanish Primera Division,Real Madrid,Sevilla FC,0.7963,0.0737,0.13
Portuguese Liga,Desportivo Aves,Tondela,0.4111,0.3073,0.2816
French Ligue 1,Paris Saint-Germain,Lille,0.9155,0.0148,0.0697
Turkish Turkcell Super Lig,Galatasaray,Akhisar Belediye,0.5902,0.1942,0.2156
Italy Serie A,Cagliari,Sampdoria,0.3545,0.3899,0.2556
Spanish Segunda Division,AD Alcorcon,SD Huesca,0.2943,0.3904,0.3153
German Bundesliga,Borussia Monchengladbach,Schalke 04,0.4201,0.326,0.254
Austrian T-Mobile Bundesliga,LASK Linz,FC Trenkwalder Admira,0.4085,0.3305,0.261
Dutch Eredivisie,Heerenveen,VVV Venlo,0.5371,0.2077,0.2552
Austrian T-Mobile Bundesliga,SK Sturm Graz,St. Pölten,0.8099,0.045,0.1451
Barclays Premier League,Newcastle,Leicester City,0.3498,0.3669,0.2833
English League Championship,Norwich City,Sheffield Wednesday,0.3738,0.3372,0.2889
Spanish Primera Division,Deportivo La Coruña,Leganes,0.4019,0.3043,0.2939
Swiss Raiffeisen Super League,Basel,St Gallen,0.8419,0.0469,0.1111
Swiss Raiffeisen Super League,FC Sion,Thun,0.4018,0.3536,0.2446
Portuguese Liga,Benfica,Estoril Praia,0.7953,0.0467,0.158
Dutch Eredivisie,Excelsior,PEC Zwolle,0.328,0.3814,0.2906
Dutch Eredivisie,AZ,Heracles,0.6316,0.1555,0.2129
French Ligue 1,Toulouse,Caen,0.4573,0.2293,0.3133
French Ligue 1,Metz,Stade Rennes,0.2862,0.4201,0.2938
French Ligue 1,Guingamp,Dijon FCO,0.4305,0.2947,0.2748
French Ligue 1,Angers,Montpellier,0.4001,0.2782,0.3217
French Ligue 1,AS Monaco,Troyes,0.7573,0.0764,0.1664
Spanish Segunda Division,Numancia,La Hoya Lorca,0.5505,0.1769,0.2725
Spanish Segunda Division,Real Zaragoza,Cadiz,0.3597,0.3075,0.3328
Italy Serie A,Juventus,Internazionale,0.5611,0.1995,0.2394
Spanish Primera Division,Valencia,Celta Vigo,0.5788,0.2059,0.2153
Dutch Eredivisie,FC Twente,ADO Den Haag,0.4957,0.2506,0.2537
Argentina Primera Division,Banfield,Argentinos Juniors,0.4911,0.2179,0.291
Portuguese Liga,Boavista,Sporting CP,0.1911,0.5317,0.2772
Major League Soccer,Toronto FC,Seattle Sounders FC,0.639,0.361,0.0
Argentina Primera Division,Arsenal Sarandi,CA Independiente,0.2461,0.4402,0.3137
Spanish Primera Division,Real Sociedad,Málaga,0.6284,0.1641,0.2075
Turkish Turkcell Super Lig,Ankaraspor,Alanyaspor,0.3294,0.4478,0.2228
Spanish Segunda Division,Cordoba,Rayo Vallecano,0.2637,0.4745,0.2618
Russian Premier Liga,Amkar Perm,FC Krasnodar,0.2998,0.3817,0.3185
Dutch Eredivisie,Roda JC,FC Groningen,0.3031,0.4294,0.2675
Italy Serie A,Chievo Verona,AS Roma,0.1874,0.5836,0.2291
Barclays Premier League,Southampton,Arsenal,0.2283,0.5376,0.2341
German 2. Bundesliga,FC St. Pauli,MSV Duisburg,0.3904,0.3077,0.3018
German 2. Bundesliga,SV Sandhausen,Arminia Bielefeld,0.3479,0.348,0.304
German 2. Bundesliga,1. FC Kaiserslautern,FC Ingolstadt 04,0.1977,0.5249,0.2774
German Bundesliga,FC Cologne,SC Freiburg,0.4439,0.2699,0.2862
Scottish Premiership,Hibernian,Celtic,0.1277,0.6738,0.1985
Austrian T-Mobile Bundesliga,Cashpoint SC Rheindorf Altach,FK Austria Vienna,0.3998,0.3405,0.2597
Turkish Turkcell Super Lig,Sivasspor,Istanbul Basaksehir,0.2273,0.5377,0.2349
Russian Premier Liga,Spartak Moscow,CSKA Moscow,0.3615,0.3847,0.2539
Italy Serie A,Spal,Verona,0.4894,0.2228,0.2879
Italy Serie A,Napoli,Fiorentina,0.6491,0.1382,0.2127
French Ligue 1,Amiens,Lyon,0.1808,0.584,0.2352
Italy Serie A,Udinese,Benevento,0.6551,0.1158,0.2292
Barclays Premier League,Liverpool,Everton,0.8039,0.0659,0.1302
German Bundesliga,Hannover 96,TSG Hoffenheim,0.3413,0.3913,0.2673
Swiss Raiffeisen Super League,FC Lugano,Lausanne Sports,0.4793,0.2703,0.2504
Spanish Segunda Division,Lugo,Cultural Leonesa,0.5382,0.1806,0.2812
Swiss Raiffeisen Super League,FC Zurich,FC Luzern,0.5619,0.1883,0.2498
Swiss Raiffeisen Super League,Young Boys,Grasshoppers Zürich,0.6223,0.1629,0.2148
Spanish Primera Division,Real Betis,Atletico Madrid,0.258,0.4791,0.2629
Austrian T-Mobile Bundesliga,Wolfsberger AC,FC Salzburg,0.1289,0.6348,0.2363
Dutch Eredivisie,Ajax,PSV,0.4905,0.2759,0.2337
French Ligue 1,Nantes,Nice,0.485,0.2318,0.2833
Russian Premier Liga,Rostov,FC Ufa,0.3808,0.2827,0.3365
Portuguese Liga,Portimonense,Chaves,0.4556,0.2805,0.2639
Barclays Premier League,Manchester United,Manchester City,0.3433,0.409,0.2477
Turkish Turkcell Super Lig,Kayserispor,Besiktas,0.2676,0.4713,0.2612
Italy Serie B,Bari,Palermo,0.3719,0.3232,0.3049
Italy Serie A,Sassuolo,Crotone,0.5331,0.1977,0.2692
Spanish Segunda Division,Real Oviedo,Osasuna,0.3963,0.3255,0.2781
Spanish Segunda Division,Gimnástic Tarragona,Sevilla Atletico,0.547,0.1838,0.2692
German Bundesliga,FC Augsburg,Hertha Berlin,0.5179,0.2207,0.2615
Spanish Primera Division,Levante,Athletic Bilbao,0.302,0.4176,0.2804
Portuguese Liga,Belenenses,Pacos Ferreira,0.4506,0.254,0.2953
Spanish Segunda Division,Tenerife,Reus Deportiu,0.4537,0.1734,0.3729
Italy Serie A,AC Milan,Bologna,0.5788,0.1567,0.2644
Spanish Primera Division,Villarreal,Barcelona,0.1727,0.6313,0.196
Argentina Primera Division,Rosario Central,Newell's Old Boys,0.471,0.2333,0.2957
French Ligue 1,Marseille,St Etienne,0.6607,0.1208,0.2185
Portuguese Liga,Vitoria Setubal,FC Porto,0.0895,0.7412,0.1693
Argentina Primera Division,Colon Santa Fe,Talleres de Córdoba,0.3849,0.296,0.3191
Argentina Primera Division,Racing Club,Gimnasia La Plata,0.4871,0.2444,0.2685
Mexican Primera Division Torneo Apertura,Monterrey,Tigres UANL,0.4292,0.2738,0.297
Argentina Primera Division,Estudiantes,Boca Juniors,0.2812,0.4088,0.31
Russian Premier Liga,Terek Grozny,Zenit St Petersburg,0.2613,0.4838,0.2548
Russian Premier Liga,FC Tosno,Lokomotiv Moscow,0.1709,0.5997,0.2294
Turkish Turkcell Super Lig,Konyaspor,Karabükspor,0.4999,0.2137,0.2864
Portuguese Liga,Guimaraes,Feirense,0.5503,0.1889,0.2608
German 2. Bundesliga,Fortuna Düsseldorf,1. FC Nürnberg,0.3548,0.3679,0.2773
French Ligue 2,Nimes,Clermont Foot,0.4974,0.2238,0.2788
Italy Serie A,Lazio,Torino,0.6137,0.168,0.2183
Spanish Primera Division,Espanyol,Girona FC,0.5082,0.2106,0.2811
English League Championship,Reading,Cardiff City,0.3103,0.3882,0.3015
Portuguese Liga,Maritimo,Braga,0.2785,0.4269,0.2946
Argentina Primera Division,San Martin San Juan,Defensa y Justicia,0.3209,0.3899,0.2893
Argentina Primera Division,Chacarita Juniors,Lanus,0.2989,0.4077,0.2934
Dutch Eredivisie,NAC,FC Twente,0.3718,0.3717,0.2566
German Bundesliga,VfL Wolfsburg,RB Leipzig,0.3982,0.334,0.2679
French Ligue 2,Orléans,GFC Ajaccio,0.403,0.2946,0.3024
Italy Serie A,Genoa,Atalanta,0.3038,0.3966,0.2995
German Bundesliga,Hamburg SV,Eintracht Frankfurt,0.3548,0.3229,0.3223
German Bundesliga,SC Freiburg,Borussia Monchengladbach,0.3353,0.4151,0.2496
German Bundesliga,Mainz,Borussia Dortmund,0.2485,0.5259,0.2256
Scottish Premiership,Hearts,Dundee,0.4781,0.2309,0.291
Barclays Premier League,Burnley,Stoke City,0.4735,0.2451,0.2814
Dutch Eredivisie,PEC Zwolle,AZ,0.3445,0.3654,0.2901
Scottish Premiership,Ross County,Kilmarnock,0.3797,0.3432,0.2771
Barclays Premier League,Crystal Palace,Watford,0.4017,0.3265,0.2718
Barclays Premier League,Huddersfield Town,Chelsea,0.1127,0.6868,0.2005
Dutch Eredivisie,Vitesse,Willem II,0.6735,0.1171,0.2094
Dutch Eredivisie,FC Groningen,PSV,0.1838,0.6117,0.2045
German Bundesliga,TSG Hoffenheim,VfB Stuttgart,0.5474,0.1971,0.2556
Dutch Eredivisie,VVV Venlo,FC Utrecht,0.2832,0.4549,0.2619
German Bundesliga,Bayern Munich,FC Cologne,0.9079,0.0188,0.0733
German Bundesliga,Hertha Berlin,Hannover 96,0.4754,0.2562,0.2684
German Bundesliga,Bayer Leverkusen,Werder Bremen,0.5834,0.1863,0.2304
German Bundesliga,Schalke 04,FC Augsburg,0.493,0.237,0.27
Scottish Premiership,St Johnstone,Aberdeen,0.2892,0.4289,0.2819
Barclays Premier League,Swansea City,Manchester City,0.097,0.7219,0.1811
Scottish Premiership,Partick Thistle,Motherwell,0.2649,0.4841,0.251
Dutch Eredivisie,Feyenoord,Heerenveen,0.7399,0.0845,0.1756
Barclays Premier League,Southampton,Leicester City,0.4502,0.2679,0.2819
Barclays Premier League,Newcastle,Everton,0.3758,0.3571,0.2671
Dutch Eredivisie,ADO Den Haag,Roda JC,0.5544,0.1865,0.2592
Scottish Premiership,Celtic,Hamilton Academical,0.8484,0.0415,0.1101
Scottish Premiership,Hibernian,Rangers,0.3005,0.4467,0.2528
Barclays Premier League,West Ham United,Arsenal,0.1556,0.6497,0.1947
Barclays Premier League,Manchester United,AFC Bournemouth,0.7863,0.0635,0.1502
Barclays Premier League,Tottenham Hotspur,Brighton and Hove Albion,0.8382,0.0297,0.1321
Barclays Premier League,Liverpool,West Bromwich Albion,0.8327,0.0404,0.1269
Dutch Eredivisie,Heracles,Sparta,0.5531,0.2002,0.2467
Dutch Eredivisie,Ajax,Excelsior,0.8995,0.023,0.0775
German 2. Bundesliga,1. FC Union Berlin,FC Ingolstadt 04,0.286,0.4423,0.2716
German 2. Bundesliga,Eintracht Braunschweig,Fortuna Düsseldorf,0.4563,0.2464,0.2974
French Ligue 2,Bourg-Peronnas,Lorient,0.1705,0.6147,0.2148
French Ligue 2,AS Nancy Lorraine,Paris FC,0.4169,0.2676,0.3155
French Ligue 2,Le Havre,Niort,0.5511,0.1529,0.2959
French Ligue 2,Clermont Foot,Sochaux,0.5263,0.1967,0.277
French Ligue 2,AC Ajaccio,Auxerre,0.5436,0.1539,0.3026
French Ligue 2,US Quevilly,Brest,0.2475,0.4497,0.3028
French Ligue 2,Chateauroux,Orléans,0.4743,0.2537,0.2719
German Bundesliga,Borussia Monchengladbach,Hamburg SV,0.5411,0.2099,0.249
Italy Serie B,Foggia,F.B.C Unione Venezia,0.3636,0.3331,0.3033
French Ligue 1,St Etienne,AS Monaco,0.2383,0.5216,0.24
English League Championship,Sheffield Wednesday,Wolverhampton,0.3222,0.3934,0.2844
Spanish Primera Division,Sevilla FC,Levante,0.7002,0.1057,0.1941
Spanish Segunda Division,Cadiz,FC Barcelona II,0.6015,0.1341,0.2644
Portuguese Liga,Pacos Ferreira,Boavista,0.3899,0.2937,0.3164
Turkish Turkcell Super Lig,Genclerbirligi,Kasimpasa,0.425,0.3365,0.2385
German 2. Bundesliga,1. FC Kaiserslautern,1. FC Nürnberg,0.2843,0.4298,0.2859
German 2. Bundesliga,Erzgebirge Aue,1. FC Heidenheim 1846,0.3606,0.3445,0.2949
German 2. Bundesliga,Jahn Regensburg,Arminia Bielefeld,0.3816,0.3479,0.2705
Barclays Premier League,Leicester City,Crystal Palace,0.5076,0.2302,0.2623
Scottish Premiership,Aberdeen,Hibernian,0.5043,0.2338,0.2619
Turkish Turkcell Super Lig,Alanyaspor,Sivasspor,0.4905,0.2884,0.2212
French Ligue 2,Reims,Valenciennes,0.607,0.1349,0.2581
Italy Serie A,Internazionale,Udinese,0.66,0.1261,0.2139
Italy Serie B,Avellino,Ascoli,0.5029,0.2146,0.2824
Italy Serie B,Virtus Entella,Salernitana,0.4273,0.277,0.2957
Italy Serie B,Perugia,Bari,0.4408,0.2851,0.2741
Italy Serie B,Palermo,Ternana,0.6115,0.1478,0.2407
Italy Serie B,Pro Vercelli,Spezia,0.3438,0.317,0.3392
Italy Serie B,Carpi,Frosinone,0.3107,0.3656,0.3237
Italy Serie B,Parma,Cesena,0.6245,0.158,0.2175
Italy Serie B,Cremonese,Empoli,0.2955,0.4343,0.2701
German Bundesliga,Eintracht Frankfurt,Schalke 04,0.399,0.3061,0.2949
German Bundesliga,Werder Bremen,Mainz,0.4881,0.2372,0.2747
German Bundesliga,FC Cologne,VfL Wolfsburg,0.3094,0.4149,0.2757
German Bundesliga,VfB Stuttgart,Bayern Munich,0.1091,0.7101,0.1808
German Bundesliga,FC Augsburg,SC Freiburg,0.5489,0.201,0.2501
Barclays Premier League,Chelsea,Southampton,0.7586,0.0743,0.1671
Barclays Premier League,Watford,Huddersfield Town,0.6052,0.1488,0.2461
Barclays Premier League,Brighton and Hove Albion,Burnley,0.3261,0.3388,0.3351
Barclays Premier League,Arsenal,Newcastle,0.8335,0.0457,0.1209
Spanish Segunda Division,Osasuna,Numancia,0.5139,0.1941,0.2919
English League Championship,Millwall,Middlesbrough,0.3365,0.355,0.3085
English League Championship,Derby County,Aston Villa,0.4102,0.2839,0.3058
English League Championship,Brentford,Barnsley,0.6049,0.1719,0.2232
English League Championship,Birmingham,Queens Park Rangers,0.3521,0.3385,0.3094
English League Championship,Sunderland,Fulham,0.3921,0.3445,0.2634
English League Championship,Preston North End,Sheffield United,0.4331,0.2912,0.2757
English League Championship,Bristol City,Nottingham Forest,0.5324,0.2166,0.251
Scottish Premiership,Rangers,St Johnstone,0.6714,0.1261,0.2025
Scottish Premiership,Kilmarnock,Motherwell,0.4111,0.3432,0.2457
English League Championship,Leeds United,Norwich City,0.4614,0.2634,0.2752
Austrian T-Mobile Bundesliga,FC Salzburg,LASK Linz,0.8381,0.028,0.1339
English League Championship,Ipswich Town,Reading,0.3927,0.3285,0.2789
English League Championship,Bolton,Burton Albion,0.5011,0.2239,0.275
Scottish Premiership,Dundee,Partick Thistle,0.4304,0.302,0.2677
Barclays Premier League,Stoke City,West Ham United,0.4854,0.2523,0.2622
Scottish Premiership,Hamilton Academical,Ross County,0.448,0.287,0.265
Spanish Primera Division,Athletic Bilbao,Real Sociedad,0.4539,0.3023,0.2438
Portuguese Liga,Feirense,Vitoria Setubal,0.4623,0.2463,0.2914
French Ligue 1,Stade Rennes,Paris Saint-Germain,0.1214,0.6912,0.1874
Turkish Turkcell Super Lig,Trabzonspor,Bursaspor,0.4752,0.2899,0.235
Italy Serie A,Torino,Napoli,0.2184,0.5328,0.2487
Spanish Segunda Division,Real Valladolid,La Hoya Lorca,0.5591,0.2043,0.2366
Spanish Segunda Division,Reus Deportiu,Granada,0.2914,0.3642,0.3444
German Bundesliga,Borussia Dortmund,TSG Hoffenheim,0.6241,0.1731,0.2028
Barclays Premier League,Manchester City,Tottenham Hotspur,0.5701,0.1985,0.2314
Spanish Primera Division,Eibar,Valencia,0.378,0.3546,0.2675
Austrian T-Mobile Bundesliga,St. Pölten,Rapid Vienna,0.2246,0.5196,0.2559
Austrian T-Mobile Bundesliga,SV Mattersburg,Wolfsberger AC,0.4903,0.21,0.2997
Dutch Eredivisie,Heerenveen,NAC,0.5617,0.1959,0.2424
Austrian T-Mobile Bundesliga,FC Trenkwalder Admira,Cashpoint SC Rheindorf Altach,0.4672,0.2737,0.2592
English League Championship,Cardiff City,Hull City,0.5553,0.2021,0.2426
Dutch Eredivisie,Willem II,PEC Zwolle,0.3325,0.3879,0.2796
Swiss Raiffeisen Super League,Thun,FC Lugano,0.5023,0.2559,0.2418
Swiss Raiffeisen Super League,St Gallen,FC Sion,0.4016,0.3523,0.2461
Portuguese Liga,Estoril Praia,Desportivo Aves,0.48,0.2315,0.2884
Dutch Eredivisie,PSV,ADO Den Haag,0.8116,0.0588,0.1296
French Ligue 1,Caen,Guingamp,0.4047,0.2866,0.3087
French Ligue 1,Montpellier,Metz,0.6319,0.1118,0.2562
French Ligue 1,Strasbourg,Toulouse,0.3878,0.3269,0.2853
French Ligue 1,Dijon FCO,Lille,0.4568,0.2772,0.266
French Ligue 1,Troyes,Amiens,0.4824,0.2286,0.2889
Spanish Segunda Division,Almeria,Cordoba,0.5133,0.2228,0.2639
Spanish Segunda Division,Albacete,Real Zaragoza,0.3932,0.3144,0.2924
Spanish Primera Division,Atletico Madrid,Alavés,0.7038,0.0748,0.2214
Italy Serie A,AS Roma,Cagliari,0.7655,0.0733,0.1612
Dutch Eredivisie,Roda JC,VVV Venlo,0.4206,0.2893,0.2901
Dutch Eredivisie,FC Twente,Vitesse,0.3115,0.431,0.2575
Portuguese Liga,Braga,Belenenses,0.6256,0.128,0.2465
Spanish Primera Division,Girona FC,Getafe,0.4385,0.2804,0.2812
Turkish Turkcell Super Lig,Akhisar Belediye,Kayserispor,0.3965,0.3487,0.2547
Spanish Segunda Division,Sevilla Atletico,Real Oviedo,0.2728,0.4548,0.2723
Turkish Turkcell Super Lig,Istanbul Basaksehir,Antalyaspor,0.6976,0.1025,0.1999
Italy Serie A,Verona,AC Milan,0.2086,0.5315,0.2599
Dutch Eredivisie,Sparta,Feyenoord,0.1567,0.6033,0.24
German 2. Bundesliga,SV Sandhausen,Holstein Kiel,0.3292,0.3599,0.3109
Scottish Premiership,Hearts,Celtic,0.1226,0.6723,0.205
German 2. Bundesliga,MSV Duisburg,Dynamo Dresden,0.3892,0.3277,0.2831
German 2. Bundesliga,SpVgg Greuther Fürth,SV Darmstadt 98,0.3696,0.3448,0.2857
Turkish Turkcell Super Lig,Yeni Malatyaspor,Galatasaray,0.2156,0.5588,0.2256
Dutch Eredivisie,AZ,Ajax,0.2705,0.4851,0.2444
Dutch Eredivisie,FC Utrecht,Heracles,0.6267,0.168,0.2053
Italy Serie A,Sampdoria,Sassuolo,0.5526,0.2107,0.2367
Italy Serie A,Crotone,Chievo Verona,0.3612,0.3438,0.295
Italy Serie A,Fiorentina,Genoa,0.5651,0.1759,0.2591
Italy Serie A,Bologna,Juventus,0.1463,0.621,0.2327
Italy Serie B,Brescia,Cittadella,0.3291,0.3702,0.3007
French Ligue 1,Nantes,Angers,0.4814,0.2236,0.295
Barclays Premier League,West Bromwich Albion,Manchester United,0.1737,0.5774,0.2488
German Bundesliga,Hannover 96,Bayer Leverkusen,0.2693,0.4817,0.2491
Swiss Raiffeisen Super League,FC Luzern,Young Boys,0.2579,0.5057,0.2364
Swiss Raiffeisen Super League,Grasshoppers Zürich,Basel,0.2089,0.5574,0.2337
Swiss Raiffeisen Super League,Lausanne Sports,FC Zurich,0.3647,0.3716,0.2637
Spanish Segunda Division,SD Huesca,Lugo,0.541,0.1662,0.2928
